Regulating Agency,PWS ID,PWS Name,Activity Status,PWS Type,State Asgn ID,WSF Name,WSF Type,Activity Status2,Availability,Latitude,Longitude
DISTRICT 01 - KLAMATH,CA0800526,REDWOOD PARK C.S.D.,A,C,001,WELL 01                             XCLD,WL,A,P,41.575194,-124.066962
DISTRICT 01 - KLAMATH,CA0800526,REDWOOD PARK C.S.D.,A,C,002,WELL 02                             XCLD,WL,A,P,41.575217,-124.066908
DISTRICT 01 - KLAMATH,CA0800526,REDWOOD PARK C.S.D.,A,C,003,WELL 03 - OUTSIDE - REPRESENTATIVE,WL,A,P,41.575224,-124.066872
DISTRICT 01 - KLAMATH,CA0800532,BIG ROCK C.S.D.,A,C,001,SMITH RIVER INFILTRATION GALLERY,WL,A,P,41.789707,-124.068578
DISTRICT 01 - KLAMATH,CA0800542,CRESCENT BEACH MOTEL,A,NC,001,WELL 02 - OLDEST                    XCLD,WL,A,P,41.741166,-124.165116
DISTRICT 01 - KLAMATH,CA0800542,CRESCENT BEACH MOTEL,A,NC,003,NEWEST WELL - REPRESENTATIVE,WL,A,P,41.74129,-124.165293
DISTRICT 01 - KLAMATH,CA0800548,KLAMATH C.S.D.,A,C,001,WELL 02                             XCLD,WL,A,P,41.527765,-124.039111
DISTRICT 01 - KLAMATH,CA0800548,KLAMATH C.S.D.,A,C,002,HWY 101 WELL 01 - REPRESENTS 1 & 2,WL,A,P,41.527687,-124.039034
DISTRICT 01 - KLAMATH,CA0800548,KLAMATH C.S.D.,A,C,003,WELL 03 - GREEN DIAMOND - RAW,WL,A,P,41.524561,-124.026672
DISTRICT 01 - KLAMATH,CA0800552,NORTHCREST TRAILER CITY,A,C,001,OLD SECTION WELL                    XCLD,WL,A,P,41.78095,-124.199349
DISTRICT 01 - KLAMATH,CA0800552,NORTHCREST TRAILER CITY,A,C,002,NEW SECTION WELL - REPRESENTS OLD & NEW,WL,A,P,41.781029,-124.2006
DISTRICT 01 - KLAMATH,CA0800555,GASQUET C.S.D.,A,C,001,NORTH FORK SMITH RIVER,IN,A,P,41.848107,-123.968741
DISTRICT 01 - KLAMATH,CA0800556,HRC C.S.D.,A,C,002,WELL 03 - ALPINE COURT,WL,A,P,41.819881,-124.101042
DISTRICT 01 - KLAMATH,CA0800557,HUNTER VALLEY CSD,A,C,001,WELL 01,WL,A,P,41.57796,-124.04478
DISTRICT 01 - KLAMATH,CA0800603,BUTTE COURT MOBILE HOME PARK,A,C,001,WELL 01,WL,A,P,41.765894,-124.205968
DISTRICT 01 - KLAMATH,CA0800605,WEST PARK PROPERTIES,A,C,001,WELL 02 - MAIN,WL,A,P,41.781063,-124.196232
DISTRICT 01 - KLAMATH,CA0800608,TREES OF MYSTERY,A,NC,003,WELL 01 - RAW,WL,A,P,41.583741,-124.08624
DISTRICT 01 - KLAMATH,CA0800613,CRIVELLI'S WATER SYSTEM,A,NC,002,WELL 01 - RAW,WL,A,P,41.520406,-123.991908
DISTRICT 01 - KLAMATH,CA0800615,KLAMATH CAMPER CORRAL,A,NC,001,WELL 01 - PRIMARY,WL,A,P,41.521712,-124.036588
DISTRICT 01 - KLAMATH,CA0800622,CHINOOK WATER SYSTEM,A,NC,001,WELL 01,WL,A,P,41.543944,-124.047086
DISTRICT 01 - KLAMATH,CA0800627,GOLDEN BEAR RV PARK,A,NC,001,WELL 01,WL,A,P,41.539888,-124.042739
DISTRICT 01 - KLAMATH,CA0800632,KLAMATH RIVER RV PARK,A,NC,001,WELL 01,WL,A,P,41.515995,-124.03739
DISTRICT 01 - KLAMATH,CA0800635,KAMP KLAMATH CORP.,A,NC,002,WELL 02,WL,A,P,41.529755,-124.050502
DISTRICT 01 - KLAMATH,CA0800647,REDWOOD MAINT. & OPER.,A,NTNC,001,WELL 02,WL,A,P,41.870431,-124.150195
DISTRICT 01 - KLAMATH,CA0800649,MARGARET KEATING MAIN. & OPER.,A,NTNC,001,WELL 01,WL,A,P,41.556764,-124.050905
DISTRICT 01 - KLAMATH,CA0800661,CALTRANS-COLLIER TUNNEL RS,A,NC,002,WELL 01 - RAW,WL,A,P,41.968684,-123.747184
DISTRICT 01 - KLAMATH,CA0800700,LAS PALMAS MOBILE HOME PARK,A,C,004,WELL 05 BY FIRE TANK - REPRESENTATIVE,WL,A,P,41.776959,-124.19593
DISTRICT 01 - KLAMATH,CA0800700,LAS PALMAS MOBILE HOME PARK,A,C,005,WELL 04 - LIFT STATION - RAW        XCLD,WL,A,P,41.778116,-124.195581
DISTRICT 01 - KLAMATH,CA0800800,PINE GROVE TRAILER PARK,A,C,001,WELL 01,WL,A,P,41.785547,-124.198677
DISTRICT 01 - KLAMATH,CA0800825,JED SMITH HOMEOWNERS ASSN.,A,C,001,TREATMENT HOUSE WELL 1-RAW REPRESENTATIV,WL,A,P,41.839317,-124.107073
DISTRICT 01 - KLAMATH,CA0800825,JED SMITH HOMEOWNERS ASSN.,A,C,002,WELL 02 - INSIDE WELL               XCLD,WL,A,P,41.840226,-124.108238
DISTRICT 01 - KLAMATH,CA0800850,SEA WEST RESTAURANT,A,NC,002,WELL 01 - RAW,WL,A,P,41.864627,-124.150466
DISTRICT 01 - KLAMATH,CA0800861,RESERVATION RANCH,A,C,001,WELL,WL,A,P,41.921775,-124.162828
DISTRICT 01 - KLAMATH,CA0810001,CITY OF CRESCENT CITY,A,C,001,SMITH RIVER - RANNEY WELL,WL,A,P,41.869901,-124.123842
DISTRICT 01 - KLAMATH,CA0810002,SMITH RIVER C.S.D.,A,C,001,WELL 01                             XCLD,WL,A,P,41.922963,-124.145307
DISTRICT 01 - KLAMATH,CA0810002,SMITH RIVER C.S.D.,A,C,002,WELL 02,WL,A,P,41.923154,-124.145333
DISTRICT 01 - KLAMATH,CA0810002,SMITH RIVER C.S.D.,A,C,003,WELL 03                             XCLD,WL,A,P,41.923061,-124.145323
DISTRICT 01 - KLAMATH,CA0810002,SMITH RIVER C.S.D.,A,C,004,WELL 04                             XCLD,WL,A,P,41.923092,-124.145187
DISTRICT 01 - KLAMATH,CA0810300,DEL NORTE COAST STATE PARK,A,NC,001,MILL CREEK CG - INFILTRATION GALLERY,IN,A,S,41.695709,-124.093391
DISTRICT 01 - KLAMATH,CA0810303,JEDEDIAH SMITH STATE PARK,A,NC,002,CHLORINE SHACK WELL,WL,A,P,41.799444,-121.085278
DISTRICT 01 - KLAMATH,CA0810500,LAGOON CREEK-REDWOOD NP,A,NC,001,LAGOON CREEK WELL,WL,A,P,41.594226,-124.098909
DISTRICT 01 - KLAMATH,CA0810800,CALFIRE-ALDER CONSERVATION CAMP,A,NTNC,001,BASEBALL FIELD WELL - STANDBY,WL,A,E,41.498605,-124.059811
DISTRICT 01 - KLAMATH,CA0810800,CALFIRE-ALDER CONSERVATION CAMP,A,NTNC,003,RIVER WELL - RAW,WL,A,P,41.511576,-124.035649
DISTRICT 01 - KLAMATH,CA1200500,SYLVAN HARBOR TRAILER PARK,A,NC,002,WELL - RAW,WL,A,P,41.074959,-124.142373
DISTRICT 01 - KLAMATH,CA1200501,ALDERPOINT COUNTY WATER,A,C,001,EEL RIVER - UNTREATED,IN,A,P,40.166332,-123.600861
DISTRICT 01 - KLAMATH,CA1200509,HEARTWOOD INSTITUTE,A,NC,001,WELL 01 - RAW,WL,A,P,40.04757,-123.569645
DISTRICT 01 - KLAMATH,CA1200509,HEARTWOOD INSTITUTE,A,NC,006,WELL 2007  AIRSTRIP - RAW,WL,A,P,40.050916,-123.571233
DISTRICT 01 - KLAMATH,CA1200518,RIVERSIDE CSD,A,C,002,WELL 01--XCLD,WL,A,P,40.576186,-124.2808
DISTRICT 01 - KLAMATH,CA1200518,RIVERSIDE CSD,A,C,003,WELLS 01 AND 02 COMBINED-RAW,WL,A,P,40.576244,-124.281628
DISTRICT 01 - KLAMATH,CA1200518,RIVERSIDE CSD,A,C,004,WELL 02 - RAW                       XCLD,WL,A,P,40.576181,-124.281669
DISTRICT 01 - KLAMATH,CA1200518,RIVERSIDE CSD,A,C,006,WELL 06 - RAW,WL,A,P,40.580956,-124.281319
DISTRICT 01 - KLAMATH,CA1200522,WHITETHORN ELEMENTARY SCHOOL,A,NTNC,003,WELL-1,WL,A,P,,
DISTRICT 01 - KLAMATH,CA1200538,MYERS FLAT M.W.S. INC.,A,C,001,WELL 01 - RAW,WL,A,E,40.262205,-123.877574
DISTRICT 01 - KLAMATH,CA1200538,MYERS FLAT M.W.S. INC.,A,C,003,WELL 02 - RAW,WL,A,P,40.262941,-123.871611
DISTRICT 01 - KLAMATH,CA1200541,PHILLIPSVILLE C.S.D.,A,C,007,WELL-2017-RAW,WL,A,P,40.213897,-123.788655
DISTRICT 01 - KLAMATH,CA1200544,REDCREST WATER WORKS,A,C,002,CHADD CREEK - RAW,IN,A,P,40.389372,-123.953698
DISTRICT 01 - KLAMATH,CA1200546,CASTERLIN SCHOOL,A,NTNC,002,WELL - RAW,WL,A,P,40.241519,-123.623477
DISTRICT 01 - KLAMATH,CA1200547,MILL CREEK M.W.C.,A,C,001,WELL 01 - RAW,WL,A,P,40.574335,-124.100058
DISTRICT 01 - KLAMATH,CA1200547,MILL CREEK M.W.C.,A,C,002,WELL 02 - RAW - BACKUP - STANDBY    XCLD,WL,A,E,40.575961,-124.100082
DISTRICT 01 - KLAMATH,CA1200553,WEOTT C.S.D.,A,C,001,A LINE - MILL CR RAW,IN,A,P,40.30899,-123.934692
DISTRICT 01 - KLAMATH,CA1200553,WEOTT C.S.D.,A,C,003,B LINE - UNNAMED CR RAW             XCLD,IN,A,P,40.317627,-123.943459
DISTRICT 01 - KLAMATH,CA1200566,ORLEANS MUTUAL WATER CO.,A,C,001,CRAWFORD CREEK - RAW,IN,A,P,41.30225,-123.567123
DISTRICT 01 - KLAMATH,CA1200579,M.F. MITCHELL & COMPANY,A,NTNC,002,WELL 2003,WL,A,P,40.541072,-124.061541
DISTRICT 01 - KLAMATH,CA1200587,BRICELAND C.S.D.,A,C,002,SPRING/CREEK - RAW,IN,A,P,40.126499,-123.901621
DISTRICT 01 - KLAMATH,CA1200588,SEAWOOD ESTATES MUTUAL WATER COMPANY,A,C,008,PARVIN CREEK - RAW,IN,A,P,41.097561,-124.149272
DISTRICT 01 - KLAMATH,CA1200588,SEAWOOD ESTATES MUTUAL WATER COMPANY,A,C,009,SAVAGE CREEK - RAW,IN,A,P,41.092386,-124.149216
DISTRICT 01 - KLAMATH,CA1200590,MOONSTONE HEIGHTS MWA,A,C,001,WELL 01,WL,A,P,41.03217,-124.106115
DISTRICT 01 - KLAMATH,CA1200591,BIG LAGOON PARK WATER CO.,A,C,001,PARK WELL - RAW,WL,A,P,41.158788,-124.132309
DISTRICT 01 - KLAMATH,CA1200591,BIG LAGOON PARK WATER CO.,A,C,003,WELL 02 - RAW                       XCLD,WL,A,P,41.159118,-124.132114
DISTRICT 01 - KLAMATH,CA1200592,BIG LAGOON CSD,A,C,001,WELL 1 + WELL 2 (COMBINED) - RAW,WL,A,E,41.155283,-124.132576
DISTRICT 01 - KLAMATH,CA1200592,BIG LAGOON CSD,A,C,003,WELL 3  (2010),WL,A,P,41.155283,-124.132575
DISTRICT 01 - KLAMATH,CA1200597,RICHARDSON GROVE CAMPGROUND & RV PARK,A,NC,001,WELL - RAW,WL,A,P,40.009805,-123.793868
DISTRICT 01 - KLAMATH,CA1200600,BOISE CREEK CG-SNRF,A,NC,001,BOISE CREEK - RAW,IN,A,P,40.941124,-123.658287
DISTRICT 01 - KLAMATH,CA1200637,DEAN CREEK RESORT,A,NC,005,SOUTH WELL - RAW,WL,A,P,40.139963,-123.811416
DISTRICT 01 - KLAMATH,CA1200643,BEACH CREEK MOBILE HOME PARK,A,C,001,BEACH CREEK - RAW,IN,A,P,41.125047,-124.153535
DISTRICT 01 - KLAMATH,CA1200671,BENBOW-DEL ORO W.C.,A,C,001,EAST BRANCH S. FORK EEL RIVER - RAW,IN,A,P,40.073757,-123.783803
DISTRICT 01 - KLAMATH,CA1200681,CUDDEBACK GRAMMAR SCHOOL,A,NTNC,001,WELL 01 - RAW,WL,A,P,40.536793,-124.041791
DISTRICT 01 - KLAMATH,CA1200684,MATTOLE ELEMENTARY SCHOOL,A,NTNC,001,WELL 01 - RAW,WL,A,P,40.326065,-124.293336
DISTRICT 01 - KLAMATH,CA1200684,MATTOLE ELEMENTARY SCHOOL,A,NTNC,003,WELL 02 (2014),WL,A,P,40.326241,-124.29295
DISTRICT 01 - KLAMATH,CA1200687,RIVERBEND MOBILE HOME PARK,A,C,001,WELL 01,WL,A,P,40.48405,-123.58151
DISTRICT 01 - KLAMATH,CA1200689,HONEYDEW COUNTRY STORE,A,NC,003,WELL 2013,WL,A,P,40.242908,-124.124538
DISTRICT 01 - KLAMATH,CA1200701,ORICK C.S.D.,A,C,001,WELL 02 - RAW,WL,A,P,41.291006,-124.056547
DISTRICT 01 - KLAMATH,CA1200701,ORICK C.S.D.,A,C,002,WELL 01 - RAW,WL,A,P,41.290883,-124.056634
DISTRICT 01 - KLAMATH,CA1200704,AZALEA GLEN,A,NC,001,PENN CREEK - RAW,IN,A,P,41.13055,-124.14833
DISTRICT 01 - KLAMATH,CA1200705,EMERALD FOREST,A,NC,003,WELL 03 - RAW,WL,A,P,41.072579,-124.142411
DISTRICT 01 - KLAMATH,CA1200705,EMERALD FOREST,A,NC,005,COMBINED WELL 001 & WELL 002,WL,A,P,41.072763,-124.143416
DISTRICT 01 - KLAMATH,CA1200706,TRINIDAD EXTENDED STAY RV,A,C,001,MILL CREEK - RAW,IN,A,P,41.064316,-124.142555
DISTRICT 01 - KLAMATH,CA1200707,MIRANDA C.S.D.,A,C,001,WELL 01 - RAW - XCLD,WL,A,P,40.227256,-123.825064
DISTRICT 01 - KLAMATH,CA1200707,MIRANDA C.S.D.,A,C,004,WELL 2 - RAW - XCLD,WL,A,P,40.227347,-123.82513
DISTRICT 01 - KLAMATH,CA1200710,VIEW CREST LODGE,A,NC,001,WELL 01 - RAW,WL,A,P,41.121513,-124.152955
DISTRICT 01 - KLAMATH,CA1200715,GREEN DIAMOND RESOURCE COMPANY - KORBEL,A,C,001,WELL 01 - (MAIN)                 XCLD,WL,A,P,40.863871,-123.974254
DISTRICT 01 - KLAMATH,CA1200715,GREEN DIAMOND RESOURCE COMPANY - KORBEL,A,C,002,WELL 02 - RAW (MAIN)                XCLD,WL,A,P,40.863656,-123.971942
DISTRICT 01 - KLAMATH,CA1200718,WADDINGTON W.W.,A,C,001,WELL 01 - RAW,WL,A,P,40.561518,-124.214565
DISTRICT 01 - KLAMATH,CA1200728,SOUNDS OF THE SEAS W. S.,A,NC,001,WELL 01,WL,A,P,41.123175,-124.153042
DISTRICT 01 - KLAMATH,CA1200729,ORLEANS C.S.D.,A,C,001,PEARCH CREEK - RAW,IN,A,P,41.307785,-123.51004
DISTRICT 01 - KLAMATH,CA1200751,CHIMNEY TREE,A,NC,002,OHMAN CREEK SW INTAKE,IN,A,P,40.192105,-123.76533
DISTRICT 01 - KLAMATH,CA1200754,CALTRANS-TRINIDAD NB,A,NC,001,WELL 01 - RAW,WL,A,P,41.121971,-124.150033
DISTRICT 01 - KLAMATH,CA1200772,OCEAN GROVE LODGE,A,NC,001,MILL CREEK - RAW,IN,A,P,41.064274,-124.142515
DISTRICT 01 - KLAMATH,CA1200773,TRIUMPHANT LIFE CAMP,A,NC,002,WELL 2009 - RAW,WL,A,P,40.445758,-123.657144
DISTRICT 01 - KLAMATH,CA1200776,A W WAY - HUMBOLDT CO. PARKS,A,NC,001,WELL 01,WL,A,P,40.269586,-124.230768
DISTRICT 01 - KLAMATH,CA1200778,BRIDGEVILLE ELEM. SCHOOL,A,NTNC,001,WELL 01 - RAW,WL,A,P,40.471239,-123.797631
DISTRICT 01 - KLAMATH,CA1200793,MERRYMAN'S RESTAURANT,A,NC,001,WELL 01,WL,A,P,41.028764,-124.109981
DISTRICT 01 - KLAMATH,CA1200798,VAN DUZEN - HUMBOLDT CO. PARKS,A,NC,001,SWIMMER'S DELIGHT WELL,WL,A,P,40.48758,-123.973009
DISTRICT 01 - KLAMATH,CA1200798,VAN DUZEN - HUMBOLDT CO. PARKS,A,NC,002,PAMPLIN GROVE WELL,WL,A,P,40.496664,-123.981785
DISTRICT 01 - KLAMATH,CA1200823,ANGELINA,A,NC,001,WELL 01 - RAW,WL,A,P,40.619402,-124.206366
DISTRICT 01 - KLAMATH,CA1200831,LARRUPIN CAFE,A,NC,001,CREEK INTAKE - RAW,IN,A,P,41.090485,-124.147271
DISTRICT 01 - KLAMATH,CA1206001,REDWOOD EMPIRE G&CC,A,NC,001,WELL 01,WL,A,P,40.566263,-124.110081
DISTRICT 01 - KLAMATH,CA1206002,PALOMINO ESTATES M.W.C.,A,C,002,EEL RIVER INFILTRATION GALLERY - RAW,IN,A,P,40.068386,-123.762399
DISTRICT 01 - KLAMATH,CA1206004,PALMER CREEK CSD,A,C,004,WELLS 01 & 02 COMBINED RAW,WL,A,P,40.604347,-124.178247
DISTRICT 01 - KLAMATH,CA1206005,BIG LAGOON - HUMBOLDT CO. PARKS,A,NC,002,WELL 02,WL,A,P,41.163083,-124.131311
DISTRICT 01 - KLAMATH,CA1206011,ANCIENT REDWOODS RESORT,A,NC,001,RV PARK WELL - RAW,WL,A,P,40.416713,-123.964166
DISTRICT 01 - KLAMATH,CA1206012,WHITETHORN CONSTRUCTION,A,NTNC,001,MATTOLE RIVER - RAW,IN,A,P,40.056786,-123.969808
DISTRICT 01 - KLAMATH,CA1206013,ELK COUNTRY RV RESORT AND CAMPGROUND,A,NC,002,WELL 2013,WL,A,P,41.222494,-124.085638
DISTRICT 01 - KLAMATH,CA1206014,KING RANGE ADMIN-BLM,A,NC,002,GARZA WELL,WL,A,P,40.055603,-123.974534
DISTRICT 01 - KLAMATH,CA1210001,"ARCATA, CITY OF",A,C,103,WELL 01 - RAW,WL,A,P,40.903276,-124.090114
DISTRICT 01 - KLAMATH,CA1210006,"FORTUNA, CITY OF",A,C,008,WELL 02 (NEW WELL) - RAW,WL,A,P,40.570787,-124.146734
DISTRICT 01 - KLAMATH,CA1210006,"FORTUNA, CITY OF",A,C,009,WELL 04 - RAW,WL,A,P,40.570697,-124.147289
DISTRICT 01 - KLAMATH,CA1210006,"FORTUNA, CITY OF",A,C,010,WELL 01B (NEW WELL) - RAW,WL,A,P,40.571202,-124.147141
DISTRICT 01 - KLAMATH,CA1210006,"FORTUNA, CITY OF",A,C,011,WELL 03 - RAW - STANDBY,WL,A,E,40.570487,-124.147079
DISTRICT 01 - KLAMATH,CA1210006,"FORTUNA, CITY OF",A,C,012,WELL 05 - RAW,WL,A,P,40.570558,-124.146963
DISTRICT 01 - KLAMATH,CA1210007,DEL ORO WATER CO-FERNDALE,A,C,003,VAN NESS WELL - RAW,WL,A,P,40.587772,-124.251894
DISTRICT 01 - KLAMATH,CA1210008,GARBERVILLE SANITARY DISTRICT,A,C,001,EEL RIVER SOURCE - RAW,IN,A,P,40.093371,-123.795728
DISTRICT 01 - KLAMATH,CA1210008,GARBERVILLE SANITARY DISTRICT,A,C,003,TOBIN WELL - RAW,WL,A,P,40.100616,-123.792374
DISTRICT 01 - KLAMATH,CA1210009,HUMBOLDT C.S.D.,A,C,006,SPRUCE POINT WELL - RAW,WL,A,P,40.743375,-124.199374
DISTRICT 01 - KLAMATH,CA1210009,HUMBOLDT C.S.D.,A,C,007,WELL 06 (PRINCETON WELL 01) - RAW,WL,A,P,40.73606,-124.203756
DISTRICT 01 - KLAMATH,CA1210009,HUMBOLDT C.S.D.,A,C,013,SOUTH BAY WELL (2018) - RAW,WL,A,P,,
DISTRICT 01 - KLAMATH,CA1210010,SCOTIA CSD,A,C,001,EEL RIVER - RAW,IN,A,P,40.474167,-124.108507
DISTRICT 01 - KLAMATH,CA1210011,REDWAY C.S.D.,A,C,002,INFILTRATION GALLERY - EEL RIVER - RAW,IN,A,P,40.113885,-123.817491
DISTRICT 01 - KLAMATH,CA1210012,"RIO DELL, CITY OF",A,C,002,WELL #1 - RAW,WL,A,P,40.513442,-124.123639
DISTRICT 01 - KLAMATH,CA1210012,"RIO DELL, CITY OF",A,C,004,WELL #3 - RAW,WL,A,P,40.5132,-124.123637
DISTRICT 01 - KLAMATH,CA1210012,"RIO DELL, CITY OF",A,C,005,EEL RIVER - RAW,IN,A,P,40.491998,-124.100597
DISTRICT 01 - KLAMATH,CA1210013,HUMBOLDT BAY MWD,A,C,002,"RANNEY WELLS, REPRESENTATIVE - RAW",WL,A,P,40.903839,-124.033516
DISTRICT 01 - KLAMATH,CA1210013,HUMBOLDT BAY MWD,A,C,006,RANNEY WELL 01 - RAW,WL,A,P,40.908101,-124.05363
DISTRICT 01 - KLAMATH,CA1210013,HUMBOLDT BAY MWD,A,C,007,RANNEY WELL 02 - RAW,WL,A,P,40.907558,-124.048161
DISTRICT 01 - KLAMATH,CA1210013,HUMBOLDT BAY MWD,A,C,008,RANNEY WELL 03 - RAW,WL,A,P,40.905521,-124.042441
DISTRICT 01 - KLAMATH,CA1210013,HUMBOLDT BAY MWD,A,C,009,RANNEY WELL 04 - RAW,WL,A,P,40.904851,-124.039299
DISTRICT 01 - KLAMATH,CA1210015,WILLOW CREEK C.S.D.,A,C,001,WELL 02                             XCLD,WL,A,P,40.944421,-123.632448
DISTRICT 01 - KLAMATH,CA1210015,WILLOW CREEK C.S.D.,A,C,002,WELL 04                             XCLD,WL,A,P,40.943784,-123.632742
DISTRICT 01 - KLAMATH,CA1210015,WILLOW CREEK C.S.D.,A,C,005,WELL 01-NO DATA ACCEPTED AS OF 10/21/04,WL,A,P,40.943815,-123.63239
DISTRICT 01 - KLAMATH,CA1210015,WILLOW CREEK C.S.D.,A,C,006,WELL 03-NO DATA ACCEPTED AS OF 10/21/04,WL,A,P,40.9439,-123.6316
DISTRICT 01 - KLAMATH,CA1210015,WILLOW CREEK C.S.D.,A,C,007,WELL 05-NO DATA ACCEPTED AS OF 10/21/04,WL,A,P,40.944355,-123.632057
DISTRICT 01 - KLAMATH,CA1210018,"TRINIDAD, CITY OF",A,C,002,LUFFENHOLTZ CREEK RAW WATER DIVERSION,IN,A,P,41.048002,-124.113838
DISTRICT 01 - KLAMATH,CA1210019,HYDESVILLE CO. W.D.,A,C,001,WELL 01 - RAW,WL,A,P,40.542875,-124.069687
DISTRICT 01 - KLAMATH,CA1210019,HYDESVILLE CO. W.D.,A,C,002,WELL 02 - RAW,WL,A,P,40.542891,-124.068964
DISTRICT 01 - KLAMATH,CA1210022,RESORT IMPROVEMENT DISTRICT #1,A,C,004,TELEGRAPH CREEK - RAW,IN,A,P,40.043827,-124.063636
DISTRICT 01 - KLAMATH,CA1210022,RESORT IMPROVEMENT DISTRICT #1,A,C,008,JOE WELL,WL,A,P,40.050003,-124.05526
DISTRICT 01 - KLAMATH,CA1210022,RESORT IMPROVEMENT DISTRICT #1,A,C,009,JERRY WELL,WL,A,P,40.034863,-124.047169
DISTRICT 01 - KLAMATH,CA1210022,RESORT IMPROVEMENT DISTRICT #1,A,C,010,JACK WELL,WL,A,P,40.03351,-124.042126
DISTRICT 01 - KLAMATH,CA1210022,RESORT IMPROVEMENT DISTRICT #1,A,C,011,KELLY WELL,WL,A,P,40.033708,-124.040558
DISTRICT 01 - KLAMATH,CA1210022,RESORT IMPROVEMENT DISTRICT #1,A,C,012,JOHN WELL,WL,A,P,40.039758,-124.030266
DISTRICT 01 - KLAMATH,CA1210022,RESORT IMPROVEMENT DISTRICT #1,A,C,019,TED WELL,WL,A,P,40.040188,-124.048597
DISTRICT 01 - KLAMATH,CA1210022,RESORT IMPROVEMENT DISTRICT #1,A,C,021,LARRY WELL,WL,A,P,40.026019,-124.040352
DISTRICT 01 - KLAMATH,CA1210022,RESORT IMPROVEMENT DISTRICT #1,A,C,029,LOT W1 WELL - RAW,WL,A,P,40.036597,-124.04943
DISTRICT 01 - KLAMATH,CA1210022,RESORT IMPROVEMENT DISTRICT #1,A,C,031,RICK 1 WELL - RAW,WL,A,P,40.033447,-124.047136
DISTRICT 01 - KLAMATH,CA1210022,RESORT IMPROVEMENT DISTRICT #1,A,C,037,JUN WELL - RAW,WL,A,O,,
DISTRICT 01 - KLAMATH,CA1210022,RESORT IMPROVEMENT DISTRICT #1,A,C,041,GREENBRIAR WELL,WL,A,P,40.031794,-124.044589
DISTRICT 01 - KLAMATH,CA1210022,RESORT IMPROVEMENT DISTRICT #1,A,C,043,RICK 2 WELL - RAW,WL,A,P,40.033494,-124.047313
DISTRICT 01 - KLAMATH,CA1210022,RESORT IMPROVEMENT DISTRICT #1,A,C,044,LOT W2 WELL - RAW,WL,A,P,40.037633,-124.049163
DISTRICT 01 - KLAMATH,CA1210022,RESORT IMPROVEMENT DISTRICT #1,A,C,045,PARSONS WELL - RAW,WL,A,P,40.035222,-124.052836
DISTRICT 01 - KLAMATH,CA1210022,RESORT IMPROVEMENT DISTRICT #1,A,C,046,HUMBOLDT LOOP WELL-RAW,WL,A,P,40.040286,-124.077494
DISTRICT 01 - KLAMATH,CA1210022,RESORT IMPROVEMENT DISTRICT #1,A,C,047,SEAFOAM WELL-RAW,WL,A,,40.033194,-124.071913
DISTRICT 01 - KLAMATH,CA1210023,LOLETA C.S.D.,A,C,010,O DELL/JENSEN WELL - RAW - XCLD,WL,A,P,40.647011,-124.220249
DISTRICT 01 - KLAMATH,CA1210023,LOLETA C.S.D.,A,C,012,WELL #4 (2009)(COMBINED W/JENSEN) - RAW,WL,A,P,40.64705,-124.220433
DISTRICT 01 - KLAMATH,CA1210024,WESTHAVEN C.S.D.,A,C,001,SOUTH BRANCH OF TWO CREEK - RAW     XCLD,IN,A,,41.035278,-124.095
DISTRICT 01 - KLAMATH,CA1210024,WESTHAVEN C.S.D.,A,C,004,4TH AVE WELL - RAW,WL,A,P,41.034362,-124.107137
DISTRICT 01 - KLAMATH,CA1210024,WESTHAVEN C.S.D.,A,C,006,TRIBUTARY COLLECTOR - RAW           XCLD,IN,A,,41.035567,-124.095804
DISTRICT 01 - KLAMATH,CA1210024,WESTHAVEN C.S.D.,A,C,007,SOUTH COLLECTOR - RAW               XCLD,IN,A,,41.036196,-124.095349
DISTRICT 01 - KLAMATH,CA1210024,WESTHAVEN C.S.D.,A,C,008,NORTH COLLECTOR - RAW               XCLD,IN,A,,41.036429,-124.095901
DISTRICT 01 - KLAMATH,CA1210307,RICHARDSON GROVE SP-STATE PARKS,A,NC,002,RIVER WELL - SURFACE INFLUENCE - RAW,IN,A,P,40.021999,-123.792101
DISTRICT 01 - KLAMATH,CA1210308,GRIZZLY CREEK SP-STATE PARKS,A,NC,001,UPPER SPRING - SURF INFLNCE - RAW   XCLD,IN,A,P,40.486668,-123.913506
DISTRICT 01 - KLAMATH,CA1210308,GRIZZLY CREEK SP-STATE PARKS,A,NC,002,LOWER SPRING-SURFACE INFLUENCE-RAW  XCLD,IN,A,P,40.486069,-123.913116
DISTRICT 01 - KLAMATH,CA1210308,GRIZZLY CREEK SP-STATE PARKS,A,NC,004,SURFACE WATER SOURCE (COMBINED),IN,A,P,40.486605,-123.910889
DISTRICT 01 - KLAMATH,CA1210312,FOUNDERS GROVE-STATE PARKS,A,NC,001,CABIN CREEK - RAW,IN,A,P,40.361431,-123.94191
DISTRICT 01 - KLAMATH,CA1210314,HIDDEN SPRINGS CG-STATE PARKS,A,NC,001,HIDDEN SPRINGS CG WELL-RAW,WL,A,P,40.26757,-123.867905
DISTRICT 01 - KLAMATH,CA1210315,WILLIAMS GROVE - STATE PARKS,A,NC,002,COON CREEK - RAW,IN,A,,40.271583,-123.898911
DISTRICT 01 - KLAMATH,CA1210319,PATRICK'S POINT SP-STATE PARKS,A,NC,001,PENN CREEK - RAW,IN,A,P,41.131397,-124.152013
