Regulating Agency,PWS ID,PWS Name,Activity Status,PWS Type,State Asgn ID,WSF Name,WSF Type,Activity Status2,Availability,Latitude,Longitude
DISTRICT 23 - FRESNO,CA1000078,FCWWD #42/ALLUVIAL & FANCHER,A,C,004,WELL 05,WL,A,P,36.85005,-119.645609
DISTRICT 23 - FRESNO,CA1000080,LOWER LINE CREEK IMPRVMNT ASSN,A,NC,001,WELL 01,WL,A,P,37.252949,-119.197312
DISTRICT 23 - FRESNO,CA1000080,LOWER LINE CREEK IMPRVMNT ASSN,A,NC,002,WELL 02,WL,A,P,37.252953,-119.196649
DISTRICT 23 - FRESNO,CA1000083,US ARMY CORPS/TRIMMER CAMPGROUND,A,NC,001,WELL 01,WL,A,P,36.904754,-119.291907
DISTRICT 23 - FRESNO,CA1000085,US ARMY CORPS/ISLAND PARK,A,NC,001,WELL 01,WL,A,P,36.866737,-119.309563
DISTRICT 23 - FRESNO,CA1000094,FCPG/KEARNEY PARK,A,NC,005,FRONT GATE WELL - RAW,WL,A,P,36.72779,-119.913174
DISTRICT 23 - FRESNO,CA1000096,FCPG/AVOCADO LAKE PARK,A,NC,001,NORTH WELL (WELL 01) - RAW,WL,A,P,36.788068,-119.409508
DISTRICT 23 - FRESNO,CA1000096,FCPG/AVOCADO LAKE PARK,A,NC,002,SOUTH WELL (WELL 02) - RAW,WL,A,P,36.782871,-119.412265
DISTRICT 23 - FRESNO,CA1000097,FCPG/LOST LAKE RECREATION AREA,A,NC,001,WELL 01 - ENTRANCE WELL - RAW,WL,A,P,36.977692,-119.727983
DISTRICT 23 - FRESNO,CA1000097,FCPG/LOST LAKE RECREATION AREA,A,NC,002,WELL 02 - CAMPGROUND WELL - RAW,WL,A,P,36.982116,-119.724987
DISTRICT 23 - FRESNO,CA1000104,CENTERVILLE SCHOOL,A,NTNC,001,WELL 01,WL,A,P,36.732136,-119.501104
DISTRICT 23 - FRESNO,CA1000105,MADISON ELEMENTARY SCHOOL,A,NTNC,004,PRIMARY WELL - RAW,WL,A,P,36.730029,-119.85814
DISTRICT 23 - FRESNO,CA1000111,PINE RIDGE SCHOOL,A,NTNC,001,WELL-OFF SITE,WL,A,P,37.065567,-119.364643
DISTRICT 23 - FRESNO,CA1000122,USDA-FOREST SERVICE PRINCESS CAMPGROUND,A,NC,001,WELL 01,WL,A,P,36.756667,-119.15
DISTRICT 23 - FRESNO,CA1000126,BEARSKIN MEADOW DIABETIC YOUTH CAMP,A,NC,001,WELL 03,WL,A,P,36.7586,-118.904587
DISTRICT 23 - FRESNO,CA1000126,BEARSKIN MEADOW DIABETIC YOUTH CAMP,A,NC,002,WELL 04,WL,A,P,36.758319,-118.904618
DISTRICT 23 - FRESNO,CA1000126,BEARSKIN MEADOW DIABETIC YOUTH CAMP,A,NC,011,WELL 05,WL,A,P,36.760104,-118.901809
DISTRICT 23 - FRESNO,CA1000128,YMCA CAMP TULEQUOIA/MILLWOOD,A,NC,001,WELL 01,WL,A,P,36.735468,-118.991006
DISTRICT 23 - FRESNO,CA1000129,YMCA CAMP REDWOOD,A,NC,003,CAMP REDWOOD  WELL 01 (UPPER),WL,A,P,36.732382,-118.986415
DISTRICT 23 - FRESNO,CA1000129,YMCA CAMP REDWOOD,A,NC,004,CAMP REDWOOD WELL 02 (LOWER),WL,A,P,36.732335,-118.986604
DISTRICT 23 - FRESNO,CA1000130,CVCCA - LAKE SEQUOIA,A,NC,001,WELL 01,WL,A,P,36.700322,-119.009941
DISTRICT 23 - FRESNO,CA1000134,USFS/GLEN MEADOW  WORK CENTER,A,NC,001,WELL 01,WL,A,S,37.075898,-119.186378
DISTRICT 23 - FRESNO,CA1000135,USFS/DINKEY CREEK WORK CENTER,A,NC,001,WELL 01,WL,A,S,37.06095,-119.155193
DISTRICT 23 - FRESNO,CA1000136,USFS/TRIMMER WORK CENTER,A,NTNC,001,WELL 02 - RAW,WL,A,P,36.906227,-119.3072
DISTRICT 23 - FRESNO,CA1000136,USFS/TRIMMER WORK CENTER,A,NTNC,002,WELL 04 - RAW,WL,A,P,36.906195,-119.307212
DISTRICT 23 - FRESNO,CA1000136,USFS/TRIMMER WORK CENTER,A,NTNC,003,WELL 03 - RAW,WL,A,P,36.905149,-119.306791
DISTRICT 23 - FRESNO,CA1000140,USFS/RANCHERIA CAMPGROUND,A,NC,001,WELL 01,WL,A,S,37.251491,-119.162163
DISTRICT 23 - FRESNO,CA1000141,USFS/BILLY CREEK CAMPGROUND,A,NC,001,WELL 01,WL,A,S,37.240332,-119.23012
DISTRICT 23 - FRESNO,CA1000143,USFS/DORABELLE CAMPGROUND,A,NC,001,WELL 01,WL,A,S,37.113803,-119.311132
DISTRICT 23 - FRESNO,CA1000145,USFS/VERMILLION CAMPGROUND,A,NC,001,WELL 01,WL,A,S,37.381674,-119.011206
DISTRICT 23 - FRESNO,CA1000147,USFS/DEER CREEK CAMPGROUND,A,NC,001,WELL 01,WL,A,S,37.252735,-119.182486
DISTRICT 23 - FRESNO,CA1000148,WONDER VALLEY RIVER WAY RANCH,A,NTNC,014,WELL 04 (ENTRANCE) - RAW,WL,A,P,36.790494,-119.30555
DISTRICT 23 - FRESNO,CA1000148,WONDER VALLEY RIVER WAY RANCH,A,NTNC,017,WELL 07 - RAW,WL,A,P,36.793344,-119.311728
DISTRICT 23 - FRESNO,CA1000151,ARMENIAN CHURCH CAMP,A,NC,001,WEST WELL (01),WL,A,P,36.759856,-119.076836
DISTRICT 23 - FRESNO,CA1000151,ARMENIAN CHURCH CAMP,A,NC,002,EAST WELL (02),WL,A,P,36.759105,-119.073176
DISTRICT 23 - FRESNO,CA1000151,ARMENIAN CHURCH CAMP,A,NC,003,NORTH WELL (03),WL,A,P,36.758825,-119.080025
DISTRICT 23 - FRESNO,CA1000156,BSA/CAMP OLJATO,A,NC,009,WELL MAIN WELL,WL,A,S,37.235376,-119.177145
DISTRICT 23 - FRESNO,CA1000164,CEDAR CREST RESORT,A,NC,001,BEAR CREEK-RAW WATER SAMPLE TAP,IN,A,S,37.257727,-119.187713
DISTRICT 23 - FRESNO,CA1000165,BSA/CAMP CHAWANAKEE,A,NC,001,WELL 01 SOUTH END OF MEADOW DRAINAGE,WL,A,S,37.109557,-119.291237
DISTRICT 23 - FRESNO,CA1000165,BSA/CAMP CHAWANAKEE,A,NC,002,WELL 02 N RDSIDE-S EDGEMEADOW,WL,A,S,37.111866,-119.292451
DISTRICT 23 - FRESNO,CA1000165,BSA/CAMP CHAWANAKEE,A,NC,003,WELL 03 NORTH ACROSS MEADOW,WL,A,S,37.111843,-119.292737
DISTRICT 23 - FRESNO,CA1000170,CAMP FRESNO WATER SYSTEM,A,NC,024,WELL 01,WL,A,S,37.069041,-119.15345
DISTRICT 23 - FRESNO,CA1000171,CHINA PEAK MOUNTAIN RESORT,A,NC,001,SLANT WELL - FIRE BOWL 01 - EAST,WL,A,P,37.216305,-119.146186
DISTRICT 23 - FRESNO,CA1000171,CHINA PEAK MOUNTAIN RESORT,A,NC,003,BASE AREA WELL,WL,A,P,37.237427,-119.154786
DISTRICT 23 - FRESNO,CA1000171,CHINA PEAK MOUNTAIN RESORT,A,NC,024,FIREBOWL 04,WL,A,P,37.22123,-119.150294
DISTRICT 23 - FRESNO,CA1000175,CASACA VINEYARDS,A,NTNC,013,WELL 01 - RAW,WL,A,P,36.364275,-120.156276
DISTRICT 23 - FRESNO,CA1000176,J R SIMPLOT COMPANY,A,NTNC,005,WELL 07 - RAW,WL,A,P,36.551444,-120.111127
DISTRICT 23 - FRESNO,CA1000177,I-5 AND PANOCHE DEVELOPMENT,A,NTNC,001,CALIFORNIA AQUEDUCT - RAW,IN,A,P,36.671775,-120.537865
DISTRICT 23 - FRESNO,CA1000178,I-5 AND HWY 198 REST AREA,A,NTNC,001,CALIFORNIA AQUEDUCT - RAW,IN,A,P,36.255026,-120.25382
DISTRICT 23 - FRESNO,CA1000180,ALTA ELEMENTARY SCHOOL,A,NTNC,001,WELL 01,WL,A,P,36.610583,-119.39796
DISTRICT 23 - FRESNO,CA1000181,ALVINA SCHOOL,A,NTNC,001,WELL 01,WL,A,P,36.554353,-119.795532
DISTRICT 23 - FRESNO,CA1000182,BURREL UNION ELEMENTARY SCHOOL,A,NTNC,001,WELL 01 - RAW,WL,A,P,36.491179,-119.989206
DISTRICT 23 - FRESNO,CA1000184,DUNLAP K-8 SCHOOL,A,NTNC,002,NORTH WELL - RAW,WL,A,P,36.736273,-119.118389
DISTRICT 23 - FRESNO,CA1000185,GREAT WESTERN ELEMENTARY SCHOOL,A,NTNC,001,WELL 01,WL,A,P,36.661805,-119.448841
DISTRICT 23 - FRESNO,CA1000186,HELM SCHOOL,A,C,001,WELL 01 - RAW,WL,A,P,36.532595,-120.099756
DISTRICT 23 - FRESNO,CA1000187,INDIANOLA SCHOOL,A,NTNC,001,WELL 01,WL,A,P,36.591079,-119.583513
DISTRICT 23 - FRESNO,CA1000189,LATON HIGH SCHOOL,A,NTNC,001,WELL 01,WL,A,P,36.434055,-119.682899
DISTRICT 23 - FRESNO,CA1000190,LONE STAR SCHOOL,A,NTNC,001,PRIMARY WELL,WL,A,P,36.698379,-119.684247
DISTRICT 23 - FRESNO,CA1000192,MONROE SCHOOL,A,NTNC,001,WELL 01 - RAW,WL,A,P,36.56295,-119.735725
DISTRICT 23 - FRESNO,CA1000193,NAVELENCIA SCHOOL,A,NTNC,001,WELL PRIMARY,WL,A,P,36.684469,-119.384685
DISTRICT 23 - FRESNO,CA1000194,PACIFIC UNION ELEMENTARY SCHOOL,A,NTNC,001,WELL 01 - RAW,WL,A,P,36.601171,-119.754625
DISTRICT 23 - FRESNO,CA1000196,RIVERVIEW SCHOOL,A,NTNC,012,WELL 02,WL,A,P,36.609326,-119.483784
DISTRICT 23 - FRESNO,CA1000198,TERRY SCHOOL,A,NTNC,002,WELL 02,WL,A,P,36.548877,-119.682552
DISTRICT 23 - FRESNO,CA1000199,ALICE MANOR,A,C,001,WELL 01 - BEFORE GAC (DBCP),WL,A,P,36.634574,-119.637329
DISTRICT 23 - FRESNO,CA1000200,RUBYS VALLEY CARE HOME,A,C,003,WELL 02,WL,A,P,36.591844,-119.791425
DISTRICT 23 - FRESNO,CA1000201,SUN EMPIRE SCHOOL,A,NTNC,001,WELL 01,WL,A,P,36.774048,-120.087522
DISTRICT 23 - FRESNO,CA1000204,AMERICAN UNION SCHOOL,A,NTNC,001,WELL 01,WL,A,P,36.632467,-119.840436
DISTRICT 23 - FRESNO,CA1000206,HOUGHTON-KEARNEY SCHOOL,A,NTNC,001,WELL 01 - RAW,WL,A,P,36.727064,-119.951501
DISTRICT 23 - FRESNO,CA1000208,ROOSEVELT ELEMENTARY SCHOOL,A,NTNC,001,WELL 01 - RAW,WL,A,P,36.77349,-119.924293
DISTRICT 23 - FRESNO,CA1000213,HARRIS FARMS/HORSE BARN,A,C,001,CALIFORNIA AQUEDUCT - RAW,IN,A,P,36.341816,-120.301932
DISTRICT 23 - FRESNO,CA1000214,HARRIS RANCH RESTAURANT,A,NTNC,001,CALIFORNIA AQUEDUCT - RAW,IN,A,P,36.247142,-120.246614
DISTRICT 23 - FRESNO,CA1000217,CENTRAL HIGH SCHOOL WEST,A,NTNC,001,WELL 01 PRIMARY  - RAW,WL,A,P,36.76563,-119.971198
DISTRICT 23 - FRESNO,CA1000221,WASHINGTON UNION HIGH SCHOOL,A,NTNC,001,WELL 01 - RAW,WL,A,P,36.64726,-119.792071
DISTRICT 23 - FRESNO,CA1000221,WASHINGTON UNION HIGH SCHOOL,A,NTNC,002,WELL 02 - RAW,WL,A,P,36.648164,-119.79288
DISTRICT 23 - FRESNO,CA1000221,WASHINGTON UNION HIGH SCHOOL,A,NTNC,006,WELL 04,WL,A,P,,
DISTRICT 23 - FRESNO,CA1000229,GREEN ACRES MOBILE HOME ESTATE,A,C,001,WELL 01 - RAW,WL,A,P,36.780475,-119.854249
DISTRICT 23 - FRESNO,CA1000230,FRESNO COUNTY SPORTSMEN'S CLUB,A,NC,001,WELL 01 - RAW,WL,A,P,36.887298,-119.784044
DISTRICT 23 - FRESNO,CA1000238,CAMDEN TRAILER PARK,A,C,023,WELL 03,WL,A,P,36.432561,-119.799488
DISTRICT 23 - FRESNO,CA1000244,SHADY LAKES MOBILE HOME PARK,A,C,001,WELL 01 - RAW,WL,A,P,36.652995,-119.737183
DISTRICT 23 - FRESNO,CA1000247,SHERWOOD FOREST MHP,A,C,001,SHERWOOD FOREST WELL - RAW,WL,A,P,36.742272,-119.447361
DISTRICT 23 - FRESNO,CA1000248,DOUBLE L MOBILE RANCH PARK,A,C,001,WELL 02 - RAW,WL,A,P,36.713367,-119.996087
DISTRICT 23 - FRESNO,CA1000249,COVE ISLAND RESORT,A,NC,001,WELL 01,WL,A,P,36.866935,-119.319214
DISTRICT 23 - FRESNO,CA1000257,MT ARARAT MOBILE HOME PARK,A,C,014,WELL 03 NEAR WELL 01,WL,A,P,37.084308,-119.489551
DISTRICT 23 - FRESNO,CA1000257,MT ARARAT MOBILE HOME PARK,A,C,015,WELL 05,WL,A,P,37.082841,-119.487905
DISTRICT 23 - FRESNO,CA1000258,DRIFTWOOD MOBILEHOME PARK,A,NC,001,WELL 01,WL,A,P,36.865126,-119.317886
DISTRICT 23 - FRESNO,CA1000259,NEW HORIZONS MOBILE/RV PARK,A,C,002,WELL 02,WL,A,P,36.7564,-119.8483
DISTRICT 23 - FRESNO,CA1000260,SANDY CREEK VILLAGE MHP,A,C,001,WELL 01 - LITTLE WELL - STANDBY,WL,A,E,37.045306,-119.500112
DISTRICT 23 - FRESNO,CA1000260,SANDY CREEK VILLAGE MHP,A,C,002,WELL 02 - BLUE HERON,WL,A,P,37.046349,-119.502744
DISTRICT 23 - FRESNO,CA1000261,LAKERIDGE CAMPING/BOATING RSRT,A,NC,001,WELL 01,WL,A,P,36.857782,-119.343613
DISTRICT 23 - FRESNO,CA1000264,SUNNYSLOPE CAMPGROUNDS,A,NC,001,WELL 01,WL,A,P,36.861526,-119.350144
DISTRICT 23 - FRESNO,CA1000264,SUNNYSLOPE CAMPGROUNDS,A,NC,003,WELL 03,WL,A,P,36.858408,-119.348727
DISTRICT 23 - FRESNO,CA1000265,MARY LOU MOBILE HOME PARK,A,C,001,WELL 01 - NEAR TANK,WL,A,P,37.067802,-119.480792
DISTRICT 23 - FRESNO,CA1000265,MARY LOU MOBILE HOME PARK,A,C,002,WELL 02 - ACROSS ROAD,WL,A,P,37.067691,-119.480778
DISTRICT 23 - FRESNO,CA1000267,KINGS CANYON MOBILE HOME PARK,A,C,002,WELL 02 - RAW,WL,A,P,36.754516,-119.166336
DISTRICT 23 - FRESNO,CA1000267,KINGS CANYON MOBILE HOME PARK,A,C,003,WELL 03 - STANDBY,WL,A,E,36.754678,-119.16533
DISTRICT 23 - FRESNO,CA1000267,KINGS CANYON MOBILE HOME PARK,A,C,004,WELL 04 - RAW,WL,A,P,36.753727,-119.169077
DISTRICT 23 - FRESNO,CA1000270,FCPG/CHOINUMNI CAMPGROUND,A,NC,001,WELL 01 - RAW,WL,A,P,36.819307,-119.364778
DISTRICT 23 - FRESNO,CA1000276,ORANGE CENTER SCHOOL,A,NTNC,001,WELL 01 - RAW,WL,A,P,36.68237,-119.781247
DISTRICT 23 - FRESNO,CA1000277,ELM COURT,A,C,001,WELL 01,WL,A,P,36.682918,-119.788552
DISTRICT 23 - FRESNO,CA1000279,U.C. KEARNEY FIELD STATION,A,NTNC,002,WELL 03,WL,A,P,36.601617,-119.510197
DISTRICT 23 - FRESNO,CA1000279,U.C. KEARNEY FIELD STATION,A,NTNC,003,WELL 07,WL,A,P,36.601619,-119.510213
DISTRICT 23 - FRESNO,CA1000280,SIERRA HIGH SCHOOL,A,NTNC,001,WELL 01 - RAW,WL,A,P,37.038505,-119.449769
DISTRICT 23 - FRESNO,CA1000280,SIERRA HIGH SCHOOL,A,NTNC,002,WELL 02 - RAW,WL,A,P,37.036551,-119.446646
DISTRICT 23 - FRESNO,CA1000282,SCE/CAMP EDISON-SHAVER,A,NC,002,FULL HOOKUP WELL,WL,A,S,37.119852,-119.309591
DISTRICT 23 - FRESNO,CA1000282,SCE/CAMP EDISON-SHAVER,A,NC,037,DORABELLE WELL,WL,A,P,37.118955,-119.309333
DISTRICT 23 - FRESNO,CA1000285,WASHINGTON COLONY SCHOOL,A,NTNC,002,SOUTH WELL - IRRIGATION,WL,A,P,36.648133,-119.78791
DISTRICT 23 - FRESNO,CA1000285,WASHINGTON COLONY SCHOOL,A,NTNC,053,PRIMARY WELL,WL,A,P,36.648926,-119.786549
DISTRICT 23 - FRESNO,CA1000295,KINGS PARK APARTMENTS,A,C,001,WELL 01,WL,A,P,36.689838,-119.556497
DISTRICT 23 - FRESNO,CA1000298,WOODWARD BLUFFS MHP,A,C,001,WELL 01- RAW,WL,A,P,36.873381,-119.791609
DISTRICT 23 - FRESNO,CA1000299,THREE PALMS MOBILEHOME PARK,A,C,001,WELL 03 - RAW,WL,A,P,36.76835,-119.836003
DISTRICT 23 - FRESNO,CA1000304,SIERRA INN,A,NC,002,WELL 02 ACTIVE,WL,A,P,36.763186,-119.138663
DISTRICT 23 - FRESNO,CA1000305,MUSICK CREEK INN,A,NC,001,WELL-SE CORNER H-168 & DINKEY CRK RD,WL,A,P,37.100814,-119.317424
DISTRICT 23 - FRESNO,CA1000308,MONO HOT SPRINGS RESORT,A,NC,002,WELL 01,WL,A,P,37.326902,-119.016568
DISTRICT 23 - FRESNO,CA1000310,USFS/PINEHURST WORK CENTER,A,NC,003,WELL 03,WL,A,P,36.700164,-119.010324
DISTRICT 23 - FRESNO,CA1000310,USFS/PINEHURST WORK CENTER,A,NC,019,WELL 04,WL,A,P,36.70008,-119.010247
DISTRICT 23 - FRESNO,CA1000315,CLAY JOINT ELEMENTARY SCHOOL,A,NTNC,003,WELL 2,WL,A,P,36.554377,-119.505627
DISTRICT 23 - FRESNO,CA1000316,KINGS CANYON HIGH SCHOOL,A,NTNC,001,WELL 01,WL,A,P,36.589076,-119.375728
DISTRICT 23 - FRESNO,CA1000317,HOLLAND HULLING COMPANY,A,NC,001,WELL 01,WL,A,P,36.735232,-120.217674
DISTRICT 23 - FRESNO,CA1000318,LAKEVIEW RESORT,A,NC,002,WELL 02 - RAW,WL,A,P,36.867429,-119.308064
DISTRICT 23 - FRESNO,CA1000319,HUNTINGTON LAKE RESORT,A,NC,001,WELL 01,WL,A,P,37.235932,-119.239427
DISTRICT 23 - FRESNO,CA1000324,MANNING GARDENS CARE CENTER INC,A,C,002,WELL 02,WL,A,P,,
DISTRICT 23 - FRESNO,CA1000345,PANOCHE WATER DISTRICT,A,C,001,CALIFORNIA AQUEDUCT - RAW,IN,A,P,36.89094,-120.727962
DISTRICT 23 - FRESNO,CA1000356,JACK'S BAYOU RESORT,A,NC,001,WELL 01,WL,A,P,36.7333,-120.340906
DISTRICT 23 - FRESNO,CA1000359,FCSA #32/CANTUA CREEK,A,C,001,CALIFORNIA AQUEDUCT - RAW,IN,A,P,36.501472,-120.329766
DISTRICT 23 - FRESNO,CA1000360,COTTON WEST AG MANAGEMENT,A,NTNC,001,CALIFORNIA AQUEDUCT - RAW,IN,A,P,36.255649,-120.085837
DISTRICT 23 - FRESNO,CA1000361,WESTLANDS WATER DISTRICT,A,NTNC,001,CALIFORNIA AQUEDUCT - RAW,IN,A,P,36.430179,-120.211963
DISTRICT 23 - FRESNO,CA1000362,GOLDEN STATE VINTNERS,A,NTNC,001,MAIN WELL - STANDBY,WL,A,E,36.672746,-119.924019
DISTRICT 23 - FRESNO,CA1000362,GOLDEN STATE VINTNERS,A,NTNC,003,WELL 03,WL,A,P,,
DISTRICT 23 - FRESNO,CA1000365,PONDEROSA TRAILER PARK,A,NC,001,"WELL 01, NEAR SPACE #27",WL,A,P,37.109415,-119.315784
DISTRICT 23 - FRESNO,CA1000365,PONDEROSA TRAILER PARK,A,NC,002,"WELL 02, BETWEEN #34 & #35",WL,A,P,37.10965,-119.316308
DISTRICT 23 - FRESNO,CA1000365,PONDEROSA TRAILER PARK,A,NC,003,"WELL 03, NEAR CABIN",WL,A,P,37.108914,-119.316187
DISTRICT 23 - FRESNO,CA1000366,SUNNYSIDE CONVALESCENT HOSP,A,C,001,WELL 01,WL,A,P,36.695568,-119.716829
DISTRICT 23 - FRESNO,CA1000367,SELMA HIGH SCHOOL,A,NTNC,001,WELL 01,WL,A,P,36.579885,-119.618802
DISTRICT 23 - FRESNO,CA1000369,ZONNEVELD DAIRY - CEDAR,A,C,002,WELL 02 (CEDAR) - RAW,WL,A,P,36.455451,-119.762907
DISTRICT 23 - FRESNO,CA1000377,ST NICHOLAS RANCH & RETREAT,A,C,001,WELL 01,WL,A,P,36.752628,-119.131441
DISTRICT 23 - FRESNO,CA1000377,ST NICHOLAS RANCH & RETREAT,A,C,003,WELL 03,WL,A,P,36.75235,-119.129008
DISTRICT 23 - FRESNO,CA1000377,ST NICHOLAS RANCH & RETREAT,A,C,004,WELL 04 - STDBY,WL,A,E,,
DISTRICT 23 - FRESNO,CA1000378,SUNSET WEST COMMUNITY LLC,A,C,001,PRIMARY WELL,WL,A,P,36.782076,-119.850229
DISTRICT 23 - FRESNO,CA1000378,SUNSET WEST COMMUNITY LLC,A,C,002,WELL 02 - STANDBY,WL,A,E,36.782088,-119.850199
DISTRICT 23 - FRESNO,CA1000381,SUN MAID GROWERS OF CALIFORNIA,A,NTNC,002,WELL 02 - RAW,WL,A,P,36.539828,-119.576336
DISTRICT 23 - FRESNO,CA1000381,SUN MAID GROWERS OF CALIFORNIA,A,NTNC,028,WELL 01 - RAW,WL,A,P,36.539294,-119.576401
DISTRICT 23 - FRESNO,CA1000383,GUARDIAN INDUSTRIES LLC,A,NTNC,001,EAST WELL,WL,A,P,36.541589,-119.581762
DISTRICT 23 - FRESNO,CA1000383,GUARDIAN INDUSTRIES LLC,A,NTNC,002,WEST WELL,WL,A,P,36.542733,-119.583608
DISTRICT 23 - FRESNO,CA1000389,WILD WATER ADVENTURES,A,NC,001,WELL 03 - RAW -  PRIMARY WELL,WL,A,P,36.801137,-119.583314
DISTRICT 23 - FRESNO,CA1000389,WILD WATER ADVENTURES,A,NC,002,WELL 02 - RAW - SECONDARY WELL,WL,A,P,36.801875,-119.582381
DISTRICT 23 - FRESNO,CA1000393,PG&E TRAPPER SPRINGS CAMPGRND,A,NC,001,WELL 01,WL,A,S,37.104899,-118.986522
DISTRICT 23 - FRESNO,CA1000399,SAF-T-CAB,A,NTNC,001,WELL 01,WL,A,P,36.687536,-119.756467
DISTRICT 23 - FRESNO,CA1000405,PIEDRA PARK ASSOCIATION,A,C,001,WELL 01 - RAW,WL,A,P,36.819076,-119.378303
DISTRICT 23 - FRESNO,CA1000406,FRESNO HMONG ALLIANCE CHURCH,A,NC,013,WELL 03,WL,A,P,36.750588,-119.640855
DISTRICT 23 - FRESNO,CA1000407,GEORGE COX WATER SYSTEM,A,C,001,EAST WELL,WL,A,P,36.591486,-119.420725
DISTRICT 23 - FRESNO,CA1000407,GEORGE COX WATER SYSTEM,A,C,002,WEST WELL (STBY),WL,A,E,36.592814,-119.422557
DISTRICT 23 - FRESNO,CA1000411,O'NEILL VINTNERS & DISTILLERS,A,NTNC,001,WELL 01 - RAW,WL,A,P,36.612662,-119.481563
DISTRICT 23 - FRESNO,CA1000411,O'NEILL VINTNERS & DISTILLERS,A,NTNC,004,WELL 03 - RAW,WL,A,P,36.611527,-119.481863
DISTRICT 23 - FRESNO,CA1000416,EASTON PRESBYTERIAN CHURCH,A,NTNC,001,WELL 01,WL,A,P,36.649706,-119.791098
DISTRICT 23 - FRESNO,CA1000424,PRATHER WATER DISTRICT,A,NTNC,002,WELL 02,WL,A,P,37.036619,-119.514583
DISTRICT 23 - FRESNO,CA1000426,RIVERBEND MOBILE HOME & RV PARK,A,C,001,WELL 01 - RAW,WL,A,P,36.731132,-119.468415
DISTRICT 23 - FRESNO,CA1000426,RIVERBEND MOBILE HOME & RV PARK,A,C,002,WELL 02 - FORMER SANDY POINT - RAW,WL,A,P,36.731,-119.468436
DISTRICT 23 - FRESNO,CA1000430,COUNTRY VIEW ALZHEIMER CENTER,A,C,022,WELL 02 - RAW,WL,A,P,36.749051,-119.881224
DISTRICT 23 - FRESNO,CA1000439,SOMMERVILLE ALMOND TREE OWNERS ASSN,A,NC,001,WELL 01 - RAW,WL,A,P,36.136929,-120.166168
DISTRICT 23 - FRESNO,CA1000440,HMC GROUP COLD STORAGE,A,NTNC,001,WELL 01 - RAW,WL,A,P,36.544338,-119.570826
DISTRICT 23 - FRESNO,CA1000442,CHERRY AUCTION,A,NC,004,WELL 01B,WL,A,P,36.66598,-119.777341
DISTRICT 23 - FRESNO,CA1000442,CHERRY AUCTION,A,NC,005,WELL 02A,WL,A,P,36.666883,-119.780997
DISTRICT 23 - FRESNO,CA1000443,BLUFF POINTE GOLF COURSE,A,NC,001,WELL 01,WL,A,P,36.855246,-119.879734
DISTRICT 23 - FRESNO,CA1000445,LINDA VISTA FARMS,A,C,001,WELL 01 - RAW,WL,A,P,36.432922,-120.030749
DISTRICT 23 - FRESNO,CA1000447,E&J GALLO WINERY,A,NTNC,005,WELL 06 - RAW,WL,A,P,36.757761,-119.695294
DISTRICT 23 - FRESNO,CA1000447,E&J GALLO WINERY,A,NTNC,062,WELL 05 - OLIVE AVE WELL - RAW,WL,A,P,36.757254,-119.695259
DISTRICT 23 - FRESNO,CA1000447,E&J GALLO WINERY,A,NTNC,064,WELL 07 - RAW,WL,A,P,36.753611,-119.698028
DISTRICT 23 - FRESNO,CA1000447,E&J GALLO WINERY,A,NTNC,067,WELL 08 RAW,WL,A,P,36.754102,-119.690738
DISTRICT 23 - FRESNO,CA1000453,JOHNNY QUIK STORE #149,A,NC,013,WELL - RAW,WL,A,P,36.808333,-119.555722
DISTRICT 23 - FRESNO,CA1000454,VIKING RV PARK,A,NC,001,WELL 01,WL,A,P,36.533399,-119.577297
DISTRICT 23 - FRESNO,CA1000457,CHURCH OF THE REDEEMER,A,NC,001,WELL 01,WL,A,P,36.561545,-119.546713
DISTRICT 23 - FRESNO,CA1000459,ROAD RUNNER FOOD AND FUEL,A,NC,001,WELL 01 - RAW,WL,A,P,36.648395,-119.790658
DISTRICT 23 - FRESNO,CA1000460,BELMONT TEMPERANCE PROPERTY WATER SYSTEM,A,NC,002,WELL 02 (SOUTH WELL),WL,A,P,36.749352,-119.664145
DISTRICT 23 - FRESNO,CA1000461,CARGILL MEAT SOLUTIONS CORPORATION,A,NTNC,001,WELL 01 - RAW,WL,A,P,36.69131,-119.800153
DISTRICT 23 - FRESNO,CA1000461,CARGILL MEAT SOLUTIONS CORPORATION,A,NTNC,002,WELL 02 - RAW,WL,A,P,36.690641,-119.800166
DISTRICT 23 - FRESNO,CA1000461,CARGILL MEAT SOLUTIONS CORPORATION,A,NTNC,003,WELL 04 - RAW,WL,A,P,36.687805,-119.800977
DISTRICT 23 - FRESNO,CA1000462,FOUR BAR C FARMS,A,NC,002,WELL 02,WL,A,P,36.58035,-119.824119
DISTRICT 23 - FRESNO,CA1000465,BATTH DEHYDRATOR,A,NTNC,001,WELL 01 -  RAW (DEHYDRATOR WELL),WL,A,P,36.5618,-119.875766
DISTRICT 23 - FRESNO,CA1000467,USA WASTE OF CALIFORNIA,A,NTNC,001,WELL 01 - RAW,WL,A,P,36.655908,-119.713272
DISTRICT 23 - FRESNO,CA1000468,CARUTHERS RAISIN PACKING CO,A,NTNC,001,WELL 02 - RAW,WL,A,P,36.55081,-119.793221
DISTRICT 23 - FRESNO,CA1000472,PG&E HELMS SUPPORT FACILITY,A,C,001,WELL 01- RAW - BEFORE AS TRTMT,WL,A,P,37.011355,-119.012151
